"municipality","municipality_code","province_code","province","province_short","region","region_code","population","population_F","population_M"
"Castelletto di Branduzzo","18038","18","Pavia","PV","Lombardia","3","989.0","489.0","500.0"
"Castello d'Agogna","18039","18","Pavia","PV","Lombardia","3","1072.0","526.0","546.0"
"Castelnovetto","18040","18","Pavia","PV","Lombardia","3","525.0","269.0","256.0"
"Cava Manara","18041","18","Pavia","PV","Lombardia","3","6649.0","3436.0","3213.0"
"Cecima","18042","18","Pavia","PV","Lombardia","3","244.0","117.0","127.0"
"Ceranova","18043","18","Pavia","PV","Lombardia","3","2283.0","1136.0","1147.0"
"Ceretto Lomellina","18044","18","Pavia","PV","Lombardia","3","178.0","95.0","83.0"
"Cergnago","18045","18","Pavia","PV","Lombardia","3","681.0","345.0","336.0"
"Certosa di Pavia","18046","18","Pavia","PV","Lombardia","3","5455.0","2715.0","2740.0"
"Cervesina","18047","18","Pavia","PV","Lombardia","3","1133.0","613.0","520.0"
"Chignolo Po","18048","18","Pavia","PV","Lombardia","3","3932.0","1946.0","1986.0"
"Cigognola","18049","18","Pavia","PV","Lombardia","3","1312.0","689.0","623.0"
"Cilavegna","18050","18","Pavia","PV","Lombardia","3","5308.0","2692.0","2616.0"
"Codevilla","18051","18","Pavia","PV","Lombardia","3","942.0","492.0","450.0"
"Confienza","18052","18","Pavia","PV","Lombardia","3","1545.0","777.0","768.0"
"Copiano","18053","18","Pavia","PV","Lombardia","3","1708.0","847.0","861.0"
"Corana","18054","18","Pavia","PV","Lombardia","3","765.0","384.0","381.0"
"Corvino San Quirico","18057","18","Pavia","PV","Lombardia","3","972.0","507.0","465.0"
"Costa de' Nobili","18058","18","Pavia","PV","Lombardia","3","380.0","185.0","195.0"
"Cozzo","18059","18","Pavia","PV","Lombardia","3","355.0","169.0","186.0"
"Cura Carpignano","18060","18","Pavia","PV","Lombardia","3","4915.0","2491.0","2424.0"
"Dorno","18061","18","Pavia","PV","Lombardia","3","4528.0","2274.0","2254.0"
"Ferrera Erbognone","18062","18","Pavia","PV","Lombardia","3","1065.0","518.0","547.0"
"Filighera","18063","18","Pavia","PV","Lombardia","3","815.0","416.0","399.0"
"Fortunago","18064","18","Pavia","PV","Lombardia","3","348.0","164.0","184.0"
"Frascarolo","18065","18","Pavia","PV","Lombardia","3","1088.0","562.0","526.0"
"Galliavola","18066","18","Pavia","PV","Lombardia","3","171.0","92.0","79.0"
"Gambarana","18067","18","Pavia","PV","Lombardia","3","200.0","104.0","96.0"
"Gambolò","18068","18","Pavia","PV","Lombardia","3","9697.0","4909.0","4788.0"
"Garlasco","18069","18","Pavia","PV","Lombardia","3","9456.0","4864.0","4592.0"
"Gerenzago","18071","18","Pavia","PV","Lombardia","3","1424.0","708.0","716.0"
"Giussago","18072","18","Pavia","PV","Lombardia","3","5245.0","2592.0","2653.0"
"Godiasco Salice Terme","18073","18","Pavia","PV","Lombardia","3","3192.0","1669.0","1523.0"
"Golferenzo","18074","18","Pavia","PV","Lombardia","3","175.0","79.0","96.0"
"Gravellona Lomellina","18075","18","Pavia","PV","Lombardia","3","2711.0","1372.0","1339.0"
"Gropello Cairoli","18076","18","Pavia","PV","Lombardia","3","4242.0","2166.0","2076.0"
"Inverno e Monteleone","18077","18","Pavia","PV","Lombardia","3","1452.0","712.0","740.0"
"Landriano","18078","18","Pavia","PV","Lombardia","3","6446.0","3232.0","3214.0"
"Langosco","18079","18","Pavia","PV","Lombardia","3","382.0","196.0","186.0"
"Lardirago","18080","18","Pavia","PV","Lombardia","3","1138.0","544.0","594.0"
"Linarolo","18081","18","Pavia","PV","Lombardia","3","2810.0","1413.0","1397.0"
"Lirio","18082","18","Pavia","PV","Lombardia","3","134.0","59.0","75.0"
"Lomello","18083","18","Pavia","PV","Lombardia","3","2022.0","1056.0","966.0"
"Lungavilla","18084","18","Pavia","PV","Lombardia","3","2457.0","1278.0","1179.0"
"Magherno","18085","18","Pavia","PV","Lombardia","3","1754.0","881.0","873.0"
"Marcignago","18086","18","Pavia","PV","Lombardia","3","2426.0","1214.0","1212.0"
"Marzano","18087","18","Pavia","PV","Lombardia","3","1684.0","818.0","866.0"
"Mede","18088","18","Pavia","PV","Lombardia","3","6211.0","3229.0","2982.0"
"Menconico","18089","18","Pavia","PV","Lombardia","3","352.0","168.0","184.0"
"Mezzana Bigli","18090","18","Pavia","PV","Lombardia","3","1051.0","535.0","516.0"
"Mezzana Rabattone","18091","18","Pavia","PV","Lombardia","3","467.0","236.0","231.0"
"Mezzanino","18092","18","Pavia","PV","Lombardia","3","1320.0","653.0","667.0"
"Miradolo Terme","18093","18","Pavia","PV","Lombardia","3","3677.0","1814.0","1863.0"
"Montalto Pavese","18094","18","Pavia","PV","Lombardia","3","860.0","421.0","439.0"
"Montebello della Battaglia","18095","18","Pavia","PV","Lombardia","3","1467.0","735.0","732.0"
"Montecalvo Versiggia","18096","18","Pavia","PV","Lombardia","3","516.0","257.0","259.0"
"Montescano","18097","18","Pavia","PV","Lombardia","3","416.0","215.0","201.0"
"Montesegale","18098","18","Pavia","PV","Lombardia","3","263.0","124.0","139.0"
"Monticelli Pavese","18099","18","Pavia","PV","Lombardia","3","631.0","322.0","309.0"
"Montù Beccaria","18100","18","Pavia","PV","Lombardia","3","1618.0","795.0","823.0"
"Mornico Losana","18101","18","Pavia","PV","Lombardia","3","590.0","296.0","294.0"
"Mortara","18102","18","Pavia","PV","Lombardia","3","15300.0","7858.0","7442.0"
"Nicorvo","18103","18","Pavia","PV","Lombardia","3","277.0","141.0","136.0"
"Olevano di Lomellina","18104","18","Pavia","PV","Lombardia","3","723.0","376.0","347.0"
"Oliva Gessi","18105","18","Pavia","PV","Lombardia","3","170.0","92.0","78.0"
"Ottobiano","18106","18","Pavia","PV","Lombardia","3","1073.0","536.0","537.0"
"Palestro","18107","18","Pavia","PV","Lombardia","3","1785.0","901.0","884.0"
"Pancarana","18108","18","Pavia","PV","Lombardia","3","315.0","150.0","165.0"
"Parona","18109","18","Pavia","PV","Lombardia","3","1849.0","914.0","935.0"
"Pavia","18110","18","Pavia","PV","Lombardia","3","70380.0","36753.0","33627.0"
"Pietra de' Giorgi","18111","18","Pavia","PV","Lombardia","3","755.0","375.0","380.0"
"Pieve Albignola","18112","18","Pavia","PV","Lombardia","3","836.0","425.0","411.0"
"Pieve del Cairo","18113","18","Pavia","PV","Lombardia","3","1761.0","896.0","865.0"
"Pieve Porto Morone","18114","18","Pavia","PV","Lombardia","3","2568.0","1271.0","1297.0"
"Pinarolo Po","18115","18","Pavia","PV","Lombardia","3","1688.0","872.0","816.0"
"Pizzale","18116","18","Pavia","PV","Lombardia","3","691.0","347.0","344.0"
"Ponte Nizza","18117","18","Pavia","PV","Lombardia","3","772.0","393.0","379.0"
"Portalbera","18118","18","Pavia","PV","Lombardia","3","1449.0","741.0","708.0"
"Rea","18119","18","Pavia","PV","Lombardia","3","389.0","212.0","177.0"
"Redavalle","18120","18","Pavia","PV","Lombardia","3","1064.0","517.0","547.0"
"Retorbido","18121","18","Pavia","PV","Lombardia","3","1530.0","812.0","718.0"
"Rivanazzano Terme","18122","18","Pavia","PV","Lombardia","3","5139.0","2685.0","2454.0"
"Robbio","18123","18","Pavia","PV","Lombardia","3","5767.0","2992.0","2775.0"
"Robecco Pavese","18124","18","Pavia","PV","Lombardia","3","518.0","259.0","259.0"
"Rocca de' Giorgi","18125","18","Pavia","PV","Lombardia","3","60.0","29.0","31.0"
"Rocca Susella","18126","18","Pavia","PV","Lombardia","3","228.0","114.0","114.0"
"Rognano","18127","18","Pavia","PV","Lombardia","3","660.0","330.0","330.0"
"Romagnese","18128","18","Pavia","PV","Lombardia","3","580.0","272.0","308.0"
"Roncaro","18129","18","Pavia","PV","Lombardia","3","1555.0","764.0","791.0"
"Rosasco","18130","18","Pavia","PV","Lombardia","3","546.0","277.0","269.0"
"Rovescala","18131","18","Pavia","PV","Lombardia","3","845.0","427.0","418.0"
"San Cipriano Po","18133","18","Pavia","PV","Lombardia","3","465.0","223.0","242.0"
"San Damiano al Colle","18134","18","Pavia","PV","Lombardia","3","629.0","307.0","322.0"
"San Genesio ed Uniti","18135","18","Pavia","PV","Lombardia","3","4010.0","2055.0","1955.0"
"San Giorgio di Lomellina","18136","18","Pavia","PV","Lombardia","3","1013.0","500.0","513.0"
"San Martino Siccomario","18137","18","Pavia","PV","Lombardia","3","6326.0","3217.0","3109.0"
"Sannazzaro de' Burgondi","18138","18","Pavia","PV","Lombardia","3","5098.0","2580.0","2518.0"
"Santa Cristina e Bissone","18139","18","Pavia","PV","Lombardia","3","1873.0","916.0","957.0"
"Santa Giuletta","18140","18","Pavia","PV","Lombardia","3","1563.0","801.0","762.0"
"Sant'Alessio con Vialone","18141","18","Pavia","PV","Lombardia","3","1017.0","492.0","525.0"
"Santa Margherita di Staffora","18142","18","Pavia","PV","Lombardia","3","448.0","210.0","238.0"
"Santa Maria della Versa","18143","18","Pavia","PV","Lombardia","3","2242.0","1151.0","1091.0"
"Sant'Angelo Lomellina","18144","18","Pavia","PV","Lombardia","3","817.0","397.0","420.0"
"San Zenone al Po","18145","18","Pavia","PV","Lombardia","3","540.0","273.0","267.0"
"Sartirana Lomellina","18146","18","Pavia","PV","Lombardia","3","1457.0","756.0","701.0"
"Scaldasole","18147","18","Pavia","PV","Lombardia","3","852.0","427.0","425.0"
"Semiana","18148","18","Pavia","PV","Lombardia","3","197.0","95.0","102.0"
"Silvano Pietra","18149","18","Pavia","PV","Lombardia","3","632.0","316.0","316.0"
"Siziano","18150","18","Pavia","PV","Lombardia","3","6451.0","3246.0","3205.0"
"Sommo","18151","18","Pavia","PV","Lombardia","3","1145.0","574.0","571.0"
"Spessa","18152","18","Pavia","PV","Lombardia","3","554.0","290.0","264.0"
"Stradella","18153","18","Pavia","PV","Lombardia","3","11406.0","5879.0","5527.0"
"Suardi","18154","18","Pavia","PV","Lombardia","3","588.0","293.0","295.0"
"Torrazza Coste","18155","18","Pavia","PV","Lombardia","3","1569.0","789.0","780.0"
"Torre Beretti e Castellaro","18156","18","Pavia","PV","Lombardia","3","507.0","237.0","270.0"
"Torre d'Arese","18157","18","Pavia","PV","Lombardia","3","929.0","436.0","493.0"
"Torre de' Negri","18158","18","Pavia","PV","Lombardia","3","313.0","165.0","148.0"
"Torre d'Isola","18159","18","Pavia","PV","Lombardia","3","2387.0","1206.0","1181.0"
"Torrevecchia Pia","18160","18","Pavia","PV","Lombardia","3","3480.0","1696.0","1784.0"
"Torricella Verzate","18161","18","Pavia","PV","Lombardia","3","816.0","408.0","408.0"
"Travacò Siccomario","18162","18","Pavia","PV","Lombardia","3","4402.0","2268.0","2134.0"
"Trivolzio","18163","18","Pavia","PV","Lombardia","3","2364.0","1157.0","1207.0"
"Tromello","18164","18","Pavia","PV","Lombardia","3","3647.0","1862.0","1785.0"
"Trovo","18165","18","Pavia","PV","Lombardia","3","1017.0","493.0","524.0"
"Val di Nizza","18166","18","Pavia","PV","Lombardia","3","579.0","291.0","288.0"
"Valeggio","18167","18","Pavia","PV","Lombardia","3","195.0","87.0","108.0"
"Valle Lomellina","18168","18","Pavia","PV","Lombardia","3","2066.0","1009.0","1057.0"
"Valle Salimbene","18169","18","Pavia","PV","Lombardia","3","1451.0","722.0","729.0"
"Varzi","18171","18","Pavia","PV","Lombardia","3","3013.0","1543.0","1470.0"
"Velezzo Lomellina","18172","18","Pavia","PV","Lombardia","3","96.0","45.0","51.0"
"Vellezzo Bellini","18173","18","Pavia","PV","Lombardia","3","3344.0","1657.0","1687.0"
"Verretto","18174","18","Pavia","PV","Lombardia","3","377.0","183.0","194.0"
"Verrua Po","18175","18","Pavia","PV","Lombardia","3","1187.0","611.0","576.0"
"Vidigulfo","18176","18","Pavia","PV","Lombardia","3","6555.0","3292.0","3263.0"
"Vigevano","18177","18","Pavia","PV","Lombardia","3","62201.0","32017.0","30184.0"
"Villa Biscossi","18178","18","Pavia","PV","Lombardia","3","61.0","36.0","25.0"
"Villanova d'Ardenghi","18179","18","Pavia","PV","Lombardia","3","770.0","383.0","387.0"
"Villanterio","18180","18","Pavia","PV","Lombardia","3","3324.0","1640.0","1684.0"
"Vistarino","18181","18","Pavia","PV","Lombardia","3","1518.0","747.0","771.0"
"Voghera","18182","18","Pavia","PV","Lombardia","3","38316.0","19858.0","18458.0"
"Volpara","18183","18","Pavia","PV","Lombardia","3","124.0","55.0","69.0"
"Zavattarello","18184","18","Pavia","PV","Lombardia","3","925.0","469.0","456.0"
"Zeccone","18185","18","Pavia","PV","Lombardia","3","1696.0","862.0","834.0"
"Zeme","18186","18","Pavia","PV","Lombardia","3","996.0","479.0","517.0"
"Zenevredo","18187","18","Pavia","PV","Lombardia","3","476.0","237.0","239.0"
"Zerbo","18188","18","Pavia","PV","Lombardia","3","396.0","206.0","190.0"
"Zerbolò","18189","18","Pavia","PV","Lombardia","3","1645.0","815.0","830.0"
"Zinasco","18190","18","Pavia","PV","Lombardia","3","3075.0","1575.0","1500.0"
"Cornale e Bastida","18191","18","Pavia","PV","Lombardia","3","820.0","415.0","405.0"
"Corteolona e Genzone","18192","18","Pavia","PV","Lombardia","3","2534.0","1286.0","1248.0"
"Acquanegra Cremonese","19001","19","Cremona","CR","Lombardia","3","1123.0","585.0","538.0"
"Agnadello","19002","19","Cremona","CR","Lombardia","3","3842.0","1894.0","1948.0"
"Annicco","19003","19","Cremona","CR","Lombardia","3","1983.0","977.0","1006.0"
"Azzanello","19004","19","Cremona","CR","Lombardia","3","615.0","318.0","297.0"
"Bagnolo Cremasco","19005","19","Cremona","CR","Lombardia","3","4931.0","2470.0","2461.0"
"Bonemerse","19006","19","Cremona","CR","Lombardia","3","1464.0","743.0","721.0"
"Bordolano","19007","19","Cremona","CR","Lombardia","3","563.0","276.0","287.0"
"Calvatone","19009","19","Cremona","CR","Lombardia","3","1174.0","567.0","607.0"
"Camisano","19010","19","Cremona","CR","Lombardia","3","1237.0","623.0","614.0"
"Campagnola Cremasca","19011","19","Cremona","CR","Lombardia","3","662.0","337.0","325.0"
"Capergnanica","19012","19","Cremona","CR","Lombardia","3","2148.0","1058.0","1090.0"
"Cappella Cantone","19013","19","Cremona","CR","Lombardia","3","543.0","280.0","263.0"
"Cappella de' Picenardi","19014","19","Cremona","CR","Lombardia","3","416.0","208.0","208.0"
"Capralba","19015","19","Cremona","CR","Lombardia","3","2267.0","1129.0","1138.0"
"Casalbuttano ed Uniti","19016","19","Cremona","CR","Lombardia","3","3652.0","1875.0","1777.0"
"Casale Cremasco-Vidolasco","19017","19","Cremona","CR","Lombardia","3","1829.0","883.0","946.0"
"Casaletto Ceredano","19018","19","Cremona","CR","Lombardia","3","1151.0","569.0","582.0"
"Casaletto di Sopra","19019","19","Cremona","CR","Lombardia","3","515.0","244.0","271.0"
"Casaletto Vaprio","19020","19","Cremona","CR","Lombardia","3","1771.0","916.0","855.0"
"Casalmaggiore","19021","19","Cremona","CR","Lombardia","3","14974.0","7466.0","7508.0"
"Casalmorano","19022","19","Cremona","CR","Lombardia","3","1621.0","827.0","794.0"
"Casteldidone","19023","19","Cremona","CR","Lombardia","3","569.0","271.0","298.0"
"Castel Gabbiano","19024","19","Cremona","CR","Lombardia","3","458.0","214.0","244.0"
"Castelleone","19025","19","Cremona","CR","Lombardia","3","9270.0","4694.0","4576.0"
"Castelverde","19026","19","Cremona","CR","Lombardia","3","5549.0","2772.0","2777.0"
"Castelvisconti","19027","19","Cremona","CR","Lombardia","3","295.0","148.0","147.0"
"Cella Dati","19028","19","Cremona","CR","Lombardia","3","486.0","246.0","240.0"
"Chieve","19029","19","Cremona","CR","Lombardia","3","2235.0","1115.0","1120.0"
"Cicognolo","19030","19","Cremona","CR","Lombardia","3","915.0","459.0","456.0"
"Cingia de' Botti","19031","19","Cremona","CR","Lombardia","3","1149.0","559.0","590.0"
"Corte de' Cortesi con Cignone","19032","19","Cremona","CR","Lombardia","3","1061.0","518.0","543.0"
"Corte de' Frati","19033","19","Cremona","CR","Lombardia","3","1311.0","640.0","671.0"
"Credera Rubbiano","19034","19","Cremona","CR","Lombardia","3","1551.0","774.0","777.0"
"Crema","19035","19","Cremona","CR","Lombardia","3","33970.0","17574.0","16396.0"
"Cremona","19036","19","Cremona","CR","Lombardia","3","70841.0","36598.0","34243.0"
"Cremosano","19037","19","Cremona","CR","Lombardia","3","1725.0","841.0","884.0"
"Crotta d'Adda","19038","19","Cremona","CR","Lombardia","3","620.0","300.0","320.0"
"Cumignano sul Naviglio","19039","19","Cremona","CR","Lombardia","3","408.0","194.0","214.0"
"Derovere","19040","19","Cremona","CR","Lombardia","3","286.0","136.0","150.0"
"Dovera","19041","19","Cremona","CR","Lombardia","3","3762.0","1889.0","1873.0"
"Fiesco","19043","19","Cremona","CR","Lombardia","3","1200.0","611.0","589.0"
"Formigara","19044","19","Cremona","CR","Lombardia","3","1001.0","507.0","494.0"
"Gabbioneta-Binanuova","19045","19","Cremona","CR","Lombardia","3","859.0","429.0","430.0"
"Gadesco-Pieve Delmona","19046","19","Cremona","CR","Lombardia","3","1889.0","943.0","946.0"
"Genivolta","19047","19","Cremona","CR","Lombardia","3","1127.0","560.0","567.0"
"Gerre de' Caprioli","19048","19","Cremona","CR","Lombardia","3","1306.0","648.0","658.0"
"Gombito","19049","19","Cremona","CR","Lombardia","3","617.0","288.0","329.0"
"Grontardo","19050","19","Cremona","CR","Lombardia","3","1489.0","735.0","754.0"
"Grumello Cremonese ed Uniti","19051","19","Cremona","CR","Lombardia","3","1692.0","843.0","849.0"
"Gussola","19052","19","Cremona","CR","Lombardia","3","2610.0","1312.0","1298.0"
"Isola Dovarese","19053","19","Cremona","CR","Lombardia","3","1091.0","543.0","548.0"
"Izano","19054","19","Cremona","CR","Lombardia","3","1949.0","976.0","973.0"
"Madignano","19055","19","Cremona","CR","Lombardia","3","2760.0","1375.0","1385.0"
"Malagnino","19056","19","Cremona","CR","Lombardia","3","1719.0","874.0","845.0"
"Martignana di Po","19057","19","Cremona","CR","Lombardia","3","2045.0","1024.0","1021.0"
"Monte Cremasco","19058","19","Cremona","CR","Lombardia","3","2241.0","1136.0","1105.0"
"Montodine","19059","19","Cremona","CR","Lombardia","3","2441.0","1235.0","1206.0"
"Moscazzano","19060","19","Cremona","CR","Lombardia","3","714.0","347.0","367.0"
"Motta Baluffi","19061","19","Cremona","CR","Lombardia","3","796.0","395.0","401.0"
"Offanengo","19062","19","Cremona","CR","Lombardia","3","5927.0","2998.0","2929.0"
"Olmeneta","19063","19","Cremona","CR","Lombardia","3","905.0","472.0","433.0"
"Ostiano","19064","19","Cremona","CR","Lombardia","3","2699.0","1361.0","1338.0"
"Paderno Ponchielli","19065","19","Cremona","CR","Lombardia","3","1345.0","661.0","684.0"
"Palazzo Pignano","19066","19","Cremona","CR","Lombardia","3","3777.0","1880.0","1897.0"
"Pandino","19067","19","Cremona","CR","Lombardia","3","8908.0","4470.0","4438.0"
"Persico Dosimo","19068","19","Cremona","CR","Lombardia","3","3279.0","1642.0","1637.0"
"Pescarolo ed Uniti","19069","19","Cremona","CR","Lombardia","3","1516.0","760.0","756.0"
"Pessina Cremonese","19070","19","Cremona","CR","Lombardia","3","573.0","278.0","295.0"
"Pianengo","19072","19","Cremona","CR","Lombardia","3","2528.0","1251.0","1277.0"
"Pieranica","19073","19","Cremona","CR","Lombardia","3","1120.0","551.0","569.0"
"Pieve d'Olmi","19074","19","Cremona","CR","Lombardia","3","1233.0","624.0","609.0"
"Pieve San Giacomo","19075","19","Cremona","CR","Lombardia","3","1585.0","804.0","781.0"
"Pizzighettone","19076","19","Cremona","CR","Lombardia","3","6273.0","3194.0","3079.0"
"Pozzaglio ed Uniti","19077","19","Cremona","CR","Lombardia","3","1443.0","713.0","730.0"
"Quintano","19078","19","Cremona","CR","Lombardia","3","894.0","445.0","449.0"
"Ricengo","19079","19","Cremona","CR","Lombardia","3","1738.0","856.0","882.0"
"Ripalta Arpina","19080","19","Cremona","CR","Lombardia","3","1001.0","483.0","518.0"
